smiles,CDK2_9606,GSK3B_10090,GSK3A_9606,GSK3B_10116,GSK3B_9606,ABL1_10090,LCK_9606,ZAP70_9606,ABL1_9606,LCK_10090
CC1=CC=C(F)C=C1C1=CC=C2C=C(NC3=CC=CC(=O)N3)N=CC2=C1,,,,,,,,,1.0,
COC1=CC=CC=C1NC(=O)CC(NC1=CC=C(OC2=CC=NC3=C2SC(C2=CN(C)C=N2)=C3)C(F)=C1)C(F)(F)F,,,,,0.0,,,,,
COC1=C(OC)C=C(C2=C(N=NC3=CC=CC=C3)C(=O)NN2)C=C1,,,,,1.0,,,,,
CSC1=NC(NC2=CC=CC=C2)=C2C=NN(CC(C)C3=CC=CC=C3)C2=N1,,,,,,,,,0.0,
COC1=CC(NC2=C(C(N)=O)C3=NC=CN3C(N[C@H](C)C3=CC=CC=C3)=N2)=CC(OC)=C1,,,,,,,,1.0,,
OC1=C(N=NC2=CC=CC=C2)C2=CC=CC=C2N1,0.0,,,,,,,,,
CC1=CC=C(C(=O)NC2=CC=C(C)C(NC3=NC=CC(C4=CC=CN=C4)=N3)=C2)C=C1,,,,,,,,,1.0,
CC1=C(C=CN2C=NC3=C(NC4CC4)N=CN=C32)C=C(C(=O)NC2=NOC(C(C)(C)C)=C2)C=C1,,,,,,,,,0.0,
CC1=C(C2=CC=C3C(N4CCOCC4C)=NN=CC3=C2)C=C(C(=O)NC2CC2)C=C1,,,,,,,0.0,,,
CCCCCC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N(CCCC1=CC=CC=C1)CC(N)=O)CC(C)C)CC(C)C)CC1=CC=C(CP(=O)(O)O)C=C1,,,,,,,0.0,0.0,,
COC1=C(OC)C=C(C2=C3NC=NC3=NC(NC3=CC(NC(=O)NC4CCNC4)=CC=C3)=N2)C=C1,0.0,,,,,,,,,
COC1=CC=C2N=C(C3=N[C@@H](C(=O)O)C(C)(C)S3)SC2=C1,,,,,,,,,,
COC1=CC(C2=C(C3=CNC4=C3N=CC=C4)C(=O)NC2=O)=CC(OC)=C1OC,,,,,1.0,,,,,
NC(=O)C1=C2NCCCCCN2N=C1C1=CC2=C(C=C1)SC=N2,,,,,,,0.0,,,
O=C(NC1CCC1)C1=CC=CC=C1SC1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1,,,,,,,0.0,,,
CSC1=NC(NC2=CC(F)=CC=C2)=C2C=NN(CC(Cl)C3=CC=C(F)C=C3)C2=N1,,,,,,,,,1.0,
COC1=C(OC)C=C(NC2=NC3=C(NC=N3)C(N3CCOCC3)=N2)C=C1,,,,,,,,0.0,,
COC1=CC(N2CCN(C)CC2)=CC=C1NC1=NC=C(Cl)C(OC2=CC=CC(NC(=O)CCO)=C2)=N1,,,,,,0.0,,,,
O=C(NC1=CC=C(SC(F)(F)F)C=C1)C1=CN=C(N2CCC(O)C2)C(C2=CC(F)=CN=C2)=C1,,,,,,,,,1.0,
COC1=CC(C2=NN(C3CCN(C4CCOCC4)CC3)C3=NC=NC(N)=C23)=CC=C1NC(=O)C1=CC=C(N(C)C)C=C1,,,,,,,1.0,,,
CC(NC(=O)C1=CNC2=NC=C(C3=NN(C)C4=C3C(F)=CC(Cl)=C4)N=C12)C(=O)N1CC(C#N)C1,0.0,,,,,,0.0,,0.0,
NC1=CC(OC2=C(F)C=C(NC(=O)C3=CC=CN(C4=C(F)C=C(F)C=C4)C3=O)C=C2)=NC=N1,,,,,,,,,0.0,
CSC1=NC(NCCC2=CC(Cl)=CC=C2)=C2C=NN(CC(Cl)C3=CC=CC=C3)C2=N1,,,,,,,,,1.0,
C1=CN2C=C(C3=CC4=C(C=C3)NN=C4)N=C2N=C1,,,,,1.0,,,,,
CC(C)(O)C1=CC=C(NC2=NC3=CC=C(C#N)C=C3N2)C=C1,,,,,0.0,,,,,
COCCN1CCN(C2=CC=C(C3=C4N=CC(C5=CC=C(NC(=O)OCC(C)C)C=C5)=C(N)N4N=C3)C=C2)CC1,,,,,,,1.0,,,
CCNC(=O)NC1=NC2=C(C=C(C3=CC=CC=C3)C=C2)N1,,,,,,,,,1.0,
CC(C)OC1=C(C(N)=O)SC(C2=CC=NC(NC(=O)C3CC3)=C2)=N1,,,,,1.0,,,,,
COC1=CC=C(NC(=O)NC2=NC3=C(CC(N4C(=O)C5=CC=CC=C5C4=O)CC3)S2)C=C1,,,,,0.0,,,,,
COC1=C(OC)C=C2C(=C1)N=C(NC1=C(C)C=CC=C1Cl)C1=CN=C(C=O)N12,,,,,,,1.0,,,
NC(=O)C1=C(OCC2CC2)N=C(C2=CC(NC(=O)CNCCNC3=C4CCCCC4=NC4=CC=CC=C34)=NC=C2)S1,,,,,1.0,,,,,
CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)NC2=CC(N(C)C)=CC=C2)C=C1,,,,,,,,,1.0,
COCC1=C(C2=CC=C(OC3=CC=CC=C3)C=C2)C2=C(N)N=CN=C2N1C1CCCC1,,,,,,,1.0,,,
COC(=O)C1=CC=C2N=C(NC3=C(C)C=CC=C3Cl)C3=CN=CN3C2=C1,,,,,,,1.0,,,
CC1=CC=C2C(=C1)C=CN2CCC1=CNC2=CC=C(C)C=C12,0.0,,,,,,,,,
NC(=O)C1=C2NC3=CC=C(OCC4=CC=CN=C4)C=C3CCN2N=C1C1=CC=C(OC2=CC=CC=C2)C=C1,,,,,,,1.0,,,
COC1=CC=CC=C1C1CCN(C2=CC(C3=CC=NC=N3)=CC(=O)N2C)CC1,,,,,1.0,,,,,
FC(F)(F)C1=CC=C(C2=NN3N=CC=CC3=C2C2=NC(NC3=CC(C(F)(F)F)=C(Cl)C=C3)=NC=C2)C=C1,0.0,,,,0.0,,,,,
CCCONC(=O)C1=CC=CC=C1SC1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1,,,,,,,0.0,,,
CN1CCN(C2=CC=CC3=C2N=C(C2=NNC4=CC(C5=CC=C(CO)C=C5)=CC=C24)N3)CC1,0.0,,,,,,,,,
CC1=C2C=C(C3=CC(OCC(N)CC4=CC=CC=C4)=CN=C3)C=CC2=NN1,1.0,,0.0,,1.0,,0.0,0.0,0.0,
NC1=C2C(C3=CC(OC4=CC=CC=C4)=CC=C3)=CN(C3CCCC3)C2=NC=N1,,,,,,,1.0,,,
CCC(NC1=NC(NCC2=CC=NC=C2)=C2N=CN(C(C)C)C2=N1)C(C)O,1.0,,,,,,,,,
CC1=NC=C(C2=NC(NC3=CC=C(S(=O)(=O)NCCN(C)C)C=C3)=NC=C2)N1C,1.0,,,,,,,,,
N#CC1=CC=CC(CSC2=NN=C(C3=CC=C([N+](=O)[O-])C=C3)O2)=C1,,,,,,,,,,
COC1=NC=CC(C2=C(C3=CC=C(F)C=C3)N=CN2C2CCNCC2)=N1,,,,,,,0.0,,,
COC1=CC([N+](=O)[O-])=C(C2=CC=C(C=C3SC(=S)NC3=O)O2)C=C1,,,,,0.0,,,,,
CC(NC(=O)C1=CNC2=NC=C(C3=C4C(F)=CC(F)=CN4C=N3)N=C12)C(=O)N1CC(C#N)C1,0.0,,,,0.0,,0.0,,0.0,
COC1=CC=CC=C1NC1=NC=CC(C2=CC=C(C(=O)O)C(C(C)C)=C2)=N1,,,,,0.0,,,,,
CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)NCCCN(C)C)C=C1,,,,,,,,,0.0,
CC1=CC=C(NC(=O)N2CCOC(CO)C2)C=C1C1=CC=C2C=C(NC(=O)C3CC3)N=CC2=C1,,,,,,,,,1.0,
CCN1C(C2=NON=C2N)=NC2=C(C#CC(C)(C)O)N=C(OCC(C)N)C=C21,,,,,1.0,,,,,
NC1CCCN(C2=NC=C(C(=O)NC3=CC=C(OC(F)(F)Cl)C=C3)C=C2C2=CN=CN=C2)C1,,,,,,,,,1.0,
COC1=NC=CC=C1C(=O)NC1=CC=CC(C2=NC=NC3=C2N=CN3)=C1,,,,,,,,,0.0,
CCN(CC)C1CCN(C2=CN=C(NC3=NC=C4C=C5C(=O)NCC6(CCCC6)N5C4=N3)C=C2)CC1,0.0,,,,,,,,,
CN1CCN(C2=NC=C(C3=CC4=C(N=C3)NCCN4CC3=C(F)C=CC(F)=C3Cl)C=C2)CC1,0.0,,0.0,,0.0,,0.0,0.0,,
O=C(/C=C/C1=CN=C2NC=C(C3=CC=CC=C3)C2=C1)NCCC1=CC=CC=C1,,,,,1.0,,,,,
